Updated On,State,Total Doses Administered,Sessions, Sites ,First Dose Administered,Second Dose Administered,Male (Doses Administered),Female (Doses Administered),Transgender (Doses Administered), Covaxin (Doses Administered),CoviShield (Doses Administered),Sputnik V (Doses Administered),Unnamed: 13,Male(Individuals Vaccinated),Female(Individuals Vaccinated),Transgender(Individuals Vaccinated),Total Individuals Vaccinated,Vaccination_ID
16-07-2021,Sikkim,595976,30465,67,461643,134333,323401,272380,195,0,595976,0,,,,,,Sikkim_16-07-2021
17-07-2021,Sikkim,600482,13422,31,464383,136099,325896,274385,201,0,600482,0,,,,,,Sikkim_17-07-2021
18-07-2021,Sikkim,600616,400,1,464508,136108,325953,274462,201,0,600616,0,,,,,,Sikkim_18-07-2021
19-07-2021,Sikkim,602701,3164,10,465924,136777,327268,275230,203,0,602701,0,,,,,,Sikkim_19-07-2021
20-07-2021,Sikkim,610184,22450,45,471162,139022,331527,278450,207,0,610184,0,,,,,,Sikkim_20-07-2021
21-07-2021,Sikkim,615158,18028,45,474356,140802,334338,280613,207,0,615158,0,,,,,,Sikkim_21-07-2021
22-07-2021,Sikkim,619709,18783,54,477661,142048,336997,282504,208,0,619709,0,,,,,,Sikkim_22-07-2021
23-07-2021,Sikkim,624999,22484,58,481112,143887,340048,284739,212,0,624999,0,,,,,,Sikkim_23-07-2021
24-07-2021,Sikkim,626545,5369,15,482041,144504,340947,285386,212,0,626545,0,,,,,,Sikkim_24-07-2021
25-07-2021,Sikkim,626545,501,2,482041,144504,340947,285386,212,0,626545,0,,,,,,Sikkim_25-07-2021
26-07-2021,Sikkim,630016,11137,32,484753,145263,343020,286784,212,0,630016,0,,,,,,Sikkim_26-07-2021
27-07-2021,Sikkim,632688,11562,30,486553,146135,344499,287974,215,0,632688,0,,,,,,Sikkim_27-07-2021
28-07-2021,Sikkim,633927,0,0,487514,146413,345254,288457,216,0,633927,0,,,,,,Sikkim_28-07-2021
29-07-2021,Sikkim,635789,10564,28,488841,146948,346336,289237,216,0,635789,0,,,,,,Sikkim_29-07-2021
30-07-2021,Sikkim,637950,14303,38,490105,147845,347622,290109,219,0,637950,0,,,,,,Sikkim_30-07-2021
31-07-2021,Sikkim,638736,3366,10,490631,148105,348121,290396,219,0,638736,0,,,,,,Sikkim_31-07-2021
01-08-2021,Sikkim,639327,598,1,491205,148122,348363,290749,215,0,639327,0,,,,,,Sikkim_01-08-2021
02-08-2021,Sikkim,642176,13569,36,493353,148823,350010,291952,214,0,642176,0,,,,,,Sikkim_02-08-2021
03-08-2021,Sikkim,643576,9171,24,494089,149487,350803,292557,216,0,643576,0,,,,,,Sikkim_03-08-2021
04-08-2021,Sikkim,644762,9055,27,494904,149858,351423,293122,217,0,644762,0,,,,,,Sikkim_04-08-2021
05-08-2021,Sikkim,646220,11461,33,495935,150285,352250,293753,217,0,646220,0,,,,,,Sikkim_05-08-2021
06-08-2021,Sikkim,647540,11893,30,496921,150619,353010,294313,217,0,647540,0,,,,,,Sikkim_06-08-2021
07-08-2021,Sikkim,647897,2143,9,497154,150743,353211,294469,217,0,647897,0,,,,,,Sikkim_07-08-2021
08-08-2021,Sikkim,647897,410,1,497154,150743,353211,294469,217,0,647897,0,,,,,,Sikkim_08-08-2021
09-08-2021,Sikkim,649389,9478,25,497851,151538,354056,295116,217,0,649389,0,,,,,,Sikkim_09-08-2021
10-08-2021,Sikkim,,,,,,,,,,,,,,,,,Sikkim_10-08-2021
11-08-2021,Sikkim,,,,,,,,,,,,,,,,,Sikkim_11-08-2021
12-08-2021,Sikkim,,,,,,,,,,,,,,,,,Sikkim_12-08-2021
13-08-2021,Sikkim,,,,,,,,,,,,,,,,,Sikkim_13-08-2021
14-08-2021,Sikkim,,,,,,,,,,,,,,,,,Sikkim_14-08-2021
15-08-2021,Sikkim,,,,,,,,,,,,,,,,,Sikkim_15-08-2021
16-01-2021,Tamil Nadu,1167,191,149,1167,0,622,545,0,6,1161,,,,,,1167,Tamil Nadu_16-01-2021
17-01-2021,Tamil Nadu,1745,257,176,1745,0,986,759,0,29,1716,,,,,,1745,Tamil Nadu_17-01-2021
18-01-2021,Tamil Nadu,2861,347,201,2861,0,1623,1238,0,42,2819,,,,,,2861,Tamil Nadu_18-01-2021
19-01-2021,Tamil Nadu,6154,483,239,6154,0,3106,3047,1,111,6043,,,,,,6154,Tamil Nadu_19-01-2021
20-01-2021,Tamil Nadu,9060,695,301,9060,0,4415,4644,1,144,8916,,,,,,9060,Tamil Nadu_20-01-2021
21-01-2021,Tamil Nadu,15654,915,353,15654,0,7117,8535,2,227,15427,,,,,,15654,Tamil Nadu_21-01-2021
22-01-2021,Tamil Nadu,23659,1116,385,23659,0,10156,13501,2,355,23304,,,,,,23659,Tamil Nadu_22-01-2021
23-01-2021,Tamil Nadu,31127,1302,412,31127,0,12969,18156,2,510,30617,,,,,,31127,Tamil Nadu_23-01-2021
24-01-2021,Tamil Nadu,35144,1498,437,35144,0,14515,20627,2,591,34553,,,,,,35144,Tamil Nadu_24-01-2021
25-01-2021,Tamil Nadu,41396,1805,511,41396,0,16981,24413,2,740,40656,,,,,,41396,Tamil Nadu_25-01-2021
26-01-2021,Tamil Nadu,46310,2135,600,46310,0,18840,27468,2,896,45414,,,,,,46310,Tamil Nadu_26-01-2021
27-01-2021,Tamil Nadu,54195,2558,697,54195,0,21749,32443,3,1085,53110,,,,,,54195,Tamil Nadu_27-01-2021
28-01-2021,Tamil Nadu,61290,2911,774,61290,0,24459,36828,3,1247,60043,,,,,,61290,Tamil Nadu_28-01-2021
29-01-2021,Tamil Nadu,66918,3280,822,66918,0,26589,40326,3,1331,65587,,,,,,66918,Tamil Nadu_29-01-2021
30-01-2021,Tamil Nadu,76934,3505,831,76934,0,30095,46835,4,1495,75439,,,,,,76934,Tamil Nadu_30-01-2021
31-01-2021,Tamil Nadu,77809,3812,876,77809,0,30421,47384,4,1505,76304,,,,,,77809,Tamil Nadu_31-01-2021
01-02-2021,Tamil Nadu,85002,4235,977,85002,0,33125,51872,5,1606,83396,,,,,,85002,Tamil Nadu_01-02-2021
02-02-2021,Tamil Nadu,91094,4813,1118,91094,0,35237,55848,9,1698,89396,,,,,,91094,Tamil Nadu_02-02-2021
03-02-2021,Tamil Nadu,98750,5656,1299,98750,0,37955,60786,9,1849,96901,,,,,,98750,Tamil Nadu_03-02-2021
04-02-2021,Tamil Nadu,107904,6503,1376,107904,0,41292,66602,10,1966,105938,,,,,,107904,Tamil Nadu_04-02-2021
05-02-2021,Tamil Nadu,116857,7213,1424,116857,0,44626,72221,10,2076,114781,,,,,,116857,Tamil Nadu_05-02-2021
06-02-2021,Tamil Nadu,126381,7579,1442,126381,0,48140,78231,10,2311,124070,,,,,,126381,Tamil Nadu_06-02-2021
07-02-2021,Tamil Nadu,127289,8007,1478,127289,0,48498,78781,10,2311,124978,,,,,,127289,Tamil Nadu_07-02-2021
08-02-2021,Tamil Nadu,139024,8838,1536,139024,0,53116,85898,10,2815,136209,,,,,,139024,Tamil Nadu_08-02-2021
09-02-2021,Tamil Nadu,150915,9608,1558,150915,0,58479,92426,10,2913,148002,,,,,,150915,Tamil Nadu_09-02-2021
10-02-2021,Tamil Nadu,162412,10408,1582,162412,0,63699,98700,13,3016,159396,,,,,,162412,Tamil Nadu_10-02-2021
11-02-2021,Tamil Nadu,173368,11199,1610,173368,0,68191,105160,17,3098,170270,,,,,,173368,Tamil Nadu_11-02-2021
12-02-2021,Tamil Nadu,184565,12035,1620,184565,0,72869,111679,17,3178,181387,,,,,,184565,Tamil Nadu_12-02-2021
13-02-2021,Tamil Nadu,195870,12436,1632,195203,667,78068,117117,18,3379,191824,,,,,,195203,Tamil Nadu_13-02-2021
14-02-2021,Tamil Nadu,196467,12924,1638,195796,671,78339,117439,18,3379,192417,,,,,,195796,Tamil Nadu_14-02-2021
15-02-2021,Tamil Nadu,205097,13699,1660,203921,1176,81876,122027,18,3566,200355,,,,,,203921,Tamil Nadu_15-02-2021
16-02-2021,Tamil Nadu,215964,14633,1680,213823,2141,86510,127295,18,3673,210150,,,,,,213823,Tamil Nadu_16-02-2021
17-02-2021,Tamil Nadu,227737,15444,1705,224158,3579,91552,132587,19,3812,220346,,,,,,224158,Tamil Nadu_17-02-2021
18-02-2021,Tamil Nadu,234412,16283,1718,228388,6024,93924,134445,19,3805,224583,,,,,,228388,Tamil Nadu_18-02-2021
19-02-2021,Tamil Nadu,256388,17079,1759,246203,10185,101610,144574,19,4198,242005,,,,,,246203,Tamil Nadu_19-02-2021
20-02-2021,Tamil Nadu,269873,17628,1825,255918,13955,106312,149587,19,4417,251501,,,,,,255918,Tamil Nadu_20-02-2021
21-02-2021,Tamil Nadu,270487,18094,1825,256365,14122,106459,149887,19,4421,251944,,,,,,256365,Tamil Nadu_21-02-2021
22-02-2021,Tamil Nadu,280847,18914,1841,262213,18634,109222,152972,19,4579,257634,,,,,,262213,Tamil Nadu_22-02-2021
23-02-2021,Tamil Nadu,291582,19920,1848,268486,23096,112212,156254,20,4696,263790,,,,,,268486,Tamil Nadu_23-02-2021
24-02-2021,Tamil Nadu,300604,20826,1860,273618,26986,114927,158671,20,4813,268805,,,,,,273618,Tamil Nadu_24-02-2021
25-02-2021,Tamil Nadu,308895,21807,1874,278432,30463,117487,160925,20,4975,273457,,,,,,278432,Tamil Nadu_25-02-2021
26-02-2021,Tamil Nadu,319966,22357,1884,284640,35326,120753,163867,20,5222,279418,,,,,,284640,Tamil Nadu_26-02-2021
27-02-2021,Tamil Nadu,319966,22357,1884,284640,35326,120753,163867,20,5222,279418,,,,,,284640,Tamil Nadu_27-02-2021
28-02-2021,Tamil Nadu,319966,22783,1933,284640,35326,120753,163867,20,5222,279418,,,,,,284640,Tamil Nadu_28-02-2021
01-03-2021,Tamil Nadu,319966,26394,2544,284640,35326,120753,163867,20,5222,279418,,,,,,284640,Tamil Nadu_01-03-2021
02-03-2021,Tamil Nadu,357600,33022,2635,315543,42057,137641,177871,31,5886,309657,,,,,,315543,Tamil Nadu_02-03-2021
03-03-2021,Tamil Nadu,400506,46886,2788,353429,47077,157561,195834,34,6745,346684,,,,,,353429,Tamil Nadu_03-03-2021
04-03-2021,Tamil Nadu,455609,53106,2864,404222,51387,182650,221534,38,7946,396276,,,,,,404222,Tamil Nadu_04-03-2021
05-03-2021,Tamil Nadu,532154,57741,2946,474441,57713,217754,256643,44,9590,464851,,,,,,474441,Tamil Nadu_05-03-2021
06-03-2021,Tamil Nadu,619615,64212,3033,554443,65172,258536,295856,51,11737,542706,,,,,,554443,Tamil Nadu_06-03-2021
07-03-2021,Tamil Nadu,646341,66142,3057,579008,67333,270919,308034,55,12594,566414,,,,,,579008,Tamil Nadu_07-03-2021
08-03-2021,Tamil Nadu,732192,68867,3104,658443,73749,310214,348156,73,14584,643859,,,,,,658443,Tamil Nadu_08-03-2021
09-03-2021,Tamil Nadu,733464,247330,1665,651487,81977,345989,387396,79,16381,717029,,,,,,733464,Tamil Nadu_09-03-2021
10-03-2021,Tamil Nadu,820208,253320,1732,729539,90669,388583,431539,86,18645,801509,,,,,,820208,Tamil Nadu_10-03-2021
11-03-2021,Tamil Nadu,905294,377100,2941,805176,100118,431332,473866,96,21190,884041,,,,,,905294,Tamil Nadu_11-03-2021
12-03-2021,Tamil Nadu,996547,409140,3251,887006,109541,475299,521143,105,23812,972671,,,,,,996547,Tamil Nadu_12-03-2021
13-03-2021,Tamil Nadu,1086617,411600,3286,967045,119572,519700,566807,110,27158,1059395,,,,,,1086617,Tamil Nadu_13-03-2021
14-03-2021,Tamil Nadu,1108284,255500,1826,987144,121140,531030,577143,111,28210,1080010,,,,,,1108284,Tamil Nadu_14-03-2021
15-03-2021,Tamil Nadu,1205503,418460,3345,1075960,129543,579341,626045,117,32244,1173195,,,,,,1205503,Tamil Nadu_15-03-2021
16-03-2021,Tamil Nadu,1423843,423030,3437,1282816,141027,620171,662519,126,40810,1383033,,,,,,1282816,Tamil Nadu_16-03-2021
17-03-2021,Tamil Nadu,1581558,444380,3573,1429800,151758,697116,732543,141,53377,1528181,,,,,,1429800,Tamil Nadu_17-03-2021
18-03-2021,Tamil Nadu,1695339,461790,3653,1533516,161823,751309,782055,152,68471,1626868,,,,,,1533516,Tamil Nadu_18-03-2021
19-03-2021,Tamil Nadu,1814949,500350,3899,1642080,172869,807514,834405,161,89414,1725535,,,,,,1642080,Tamil Nadu_19-03-2021
20-03-2021,Tamil Nadu,1941168,543740,4310,1757406,183762,866260,890975,171,119795,1821373,,,,,,1757406,Tamil Nadu_20-03-2021
21-03-2021,Tamil Nadu,1988556,408710,3120,1801246,187310,888940,912132,174,138934,1849622,,,,,,1801246,Tamil Nadu_21-03-2021
22-03-2021,Tamil Nadu,2085366,579005,4594,1889774,195592,935356,954239,179,168271,1917095,,,,,,1889774,Tamil Nadu_22-03-2021
23-03-2021,Tamil Nadu,2217917,583120,4630,2011826,206091,999552,1012083,191,217158,2000759,,,,,,2011826,Tamil Nadu_23-03-2021
24-03-2021,Tamil Nadu,2317475,590990,4676,2105533,211942,1049036,1056302,195,258964,2058511,,,,,,2105533,Tamil Nadu_24-03-2021
25-03-2021,Tamil Nadu,2422220,602240,4783,2204055,218165,1100794,1103055,206,295526,2126694,,,,,,2204055,Tamil Nadu_25-03-2021
26-03-2021,Tamil Nadu,2527792,617041,4885,2302650,225142,1152730,1149696,224,322886,2204906,,,,,,2302650,Tamil Nadu_26-03-2021
27-03-2021,Tamil Nadu,2632190,605970,4792,2401267,230923,1203922,1197107,238,345673,2286517,,,,,,2401267,Tamil Nadu_27-03-2021
28-03-2021,Tamil Nadu,2653179,543590,3811,2421436,231743,1214411,1206786,239,350269,2302910,,,,,,2421436,Tamil Nadu_28-03-2021
29-03-2021,Tamil Nadu,2748044,669210,4938,2509568,238476,1258748,1250570,250,366211,2381833,,,,,,2509568,Tamil Nadu_29-03-2021
30-03-2021,Tamil Nadu,2829551,648260,4922,2583284,246267,1295951,1287074,259,378779,2450772,,,,,,2583284,Tamil Nadu_30-03-2021
31-03-2021,Tamil Nadu,2905435,657690,4946,2650411,255024,1329998,1320150,263,390439,2514996,,,,,,2650411,Tamil Nadu_31-03-2021
01-04-2021,Tamil Nadu,2965312,596320,4468,2703180,262132,1357225,1345688,267,398362,2566950,,,,,,2703180,Tamil Nadu_01-04-2021
02-04-2021,Tamil Nadu,3046904,597370,4523,2774534,272370,1393809,1380453,272,410098,2636806,,,,,,2774534,Tamil Nadu_02-04-2021
03-04-2021,Tamil Nadu,3101889,588890,4462,2821427,280462,1418172,1402974,281,417195,2684694,,,,,,2821427,Tamil Nadu_03-04-2021
04-04-2021,Tamil Nadu,3141884,550710,4079,2855222,286662,1435695,1419242,285,423427,2718457,,,,,,2855222,Tamil Nadu_04-04-2021
05-04-2021,Tamil Nadu,3187087,625230,4692,2892174,294913,1454548,1437337,289,429313,2757774,,,,,,2892174,Tamil Nadu_05-04-2021
06-04-2021,Tamil Nadu,3219359,606290,4595,2918808,300551,1468052,1450465,291,434314,2785045,,,,,,2918808,Tamil Nadu_06-04-2021
07-04-2021,Tamil Nadu,3280537,636020,4829,2967647,312890,1492854,1474497,296,443519,2837018,,,,,,2967647,Tamil Nadu_07-04-2021
08-04-2021,Tamil Nadu,3400924,639010,4932,3061151,339773,1540934,1519910,307,459339,2941585,,,,,,3061151,Tamil Nadu_08-04-2021
09-04-2021,Tamil Nadu,3532446,661150,5057,3166812,365634,1598360,1568125,327,475882,3056564,,,,,,3166812,Tamil Nadu_09-04-2021
10-04-2021,Tamil Nadu,3665295,628960,4861,3274164,391131,1657055,1616775,334,492256,3173039,,,,,,3274164,Tamil Nadu_10-04-2021
11-04-2021,Tamil Nadu,3714682,617770,4769,3316055,398627,1680666,1635052,337,500185,3214497,,,,,,3316055,Tamil Nadu_11-04-2021
12-04-2021,Tamil Nadu,3880228,654291,5133,3449290,430938,1753902,1695027,361,517200,3363028,,,,,,3449290,Tamil Nadu_12-04-2021
13-04-2021,Tamil Nadu,4019326,660880,5169,3565954,453372,1821956,1743614,384,532413,3486913,,,,,,3565954,Tamil Nadu_13-04-2021
14-04-2021,Tamil Nadu,4110125,648770,5096,3641043,469082,1866609,1774045,389,542671,3567454,,,,,,3641043,Tamil Nadu_14-04-2021
15-04-2021,Tamil Nadu,4315785,673000,5229,3801731,514054,1953686,1847635,410,563954,3751831,,,,,,3801731,Tamil Nadu_15-04-2021
16-04-2021,Tamil Nadu,4528836,664911,5249,3966587,562249,2043812,1922344,431,590463,3938373,,,,,,3966587,Tamil Nadu_16-04-2021
17-04-2021,Tamil Nadu,4669044,621790,4900,4063643,605401,2096168,1967033,442,613357,4055687,,,,,,4063643,Tamil Nadu_17-04-2021
18-04-2021,Tamil Nadu,4710862,637202,5010,4090953,619909,2110947,1979559,447,624338,4086524,,,,,,4090953,Tamil Nadu_18-04-2021
19-04-2021,Tamil Nadu,4813376,668830,5279,4147072,666304,2140772,2005846,454,654271,4159105,,,,,,4147072,Tamil Nadu_19-04-2021
20-04-2021,Tamil Nadu,4892064,674276,5337,4187565,704499,2162999,2024108,458,682404,4209660,,,,,,4187565,Tamil Nadu_20-04-2021
21-04-2021,Tamil Nadu,4965564,668784,5300,4223251,742313,2182481,2040308,462,708301,4257263,,,,,,4223251,Tamil Nadu_21-04-2021
22-04-2021,Tamil Nadu,5075681,679124,5384,4268889,806792,2206806,2061619,464,728203,4347478,,,,,,4268889,Tamil Nadu_22-04-2021
23-04-2021,Tamil Nadu,5205556,675120,5380,4323326,882230,2236387,2086468,471,745060,4460496,,,,,,4323326,Tamil Nadu_23-04-2021
24-04-2021,Tamil Nadu,5327915,617336,4927,4376661,951254,2265694,2110488,479,757930,4569985,,,,,,4376661,Tamil Nadu_24-04-2021
25-04-2021,Tamil Nadu,5351073,604336,4852,4388384,962689,2272205,2115700,479,761022,4590051,,,,,,4388384,Tamil Nadu_25-04-2021
26-04-2021,Tamil Nadu,5483332,645676,5199,4440291,1043041,2299858,2139949,484,783406,4699926,,,,,,4440291,Tamil Nadu_26-04-2021
27-04-2021,Tamil Nadu,5624732,640116,5195,4495630,1129102,2329760,2165375,495,814748,4809984,,,,,,4495630,Tamil Nadu_27-04-2021
28-04-2021,Tamil Nadu,5740648,576238,4597,4544279,1196369,2356703,2187074,502,839740,4900908,,,,,,4544279,Tamil Nadu_28-04-2021
29-04-2021,Tamil Nadu,5845197,589646,4739,4589747,1255450,2381715,2207525,507,868619,4976578,,,,,,4589747,Tamil Nadu_29-04-2021
30-04-2021,Tamil Nadu,5947056,555067,4531,4635084,1311972,2407092,2227478,514,896561,5050495,,,,,,4635084,Tamil Nadu_30-04-2021
01-05-2021,Tamil Nadu,6030884,461886,3764,4671707,1359177,2426960,2244224,523,910724,5120160,,,,,,4671707,Tamil Nadu_01-05-2021
02-05-2021,Tamil Nadu,6046415,402658,3365,4679335,1367080,2431001,2247811,523,913563,5132852,,,,,,4679335,Tamil Nadu_02-05-2021
03-05-2021,Tamil Nadu,6135244,452408,3730,4716835,1418409,2450657,2265646,532,923475,5211769,,,,,,4716835,Tamil Nadu_03-05-2021
04-05-2021,Tamil Nadu,6210666,418198,3459,4750360,1460306,2468954,2280866,540,932547,5278119,,,,,,4750360,Tamil Nadu_04-05-2021
05-05-2021,Tamil Nadu,6279062,418270,3504,4781479,1497583,2486010,2294927,542,941481,5337581,,,,,,4781479,Tamil Nadu_05-05-2021
06-05-2021,Tamil Nadu,6379188,436770,3669,4823176,1556012,2508538,2314086,552,963716,5415472,,,,,,4823176,Tamil Nadu_06-05-2021
07-05-2021,Tamil Nadu,6478830,426050,3512,4866561,1612269,2532046,2333957,558,985661,5493169,,,,,,4866561,Tamil Nadu_07-05-2021
08-05-2021,Tamil Nadu,6546261,422980,3530,4895451,1650810,2547862,2347025,564,1000822,5545439,,,,,,4895451,Tamil Nadu_08-05-2021
09-05-2021,Tamil Nadu,6569914,322700,2734,4906062,1663852,2553413,2352083,566,1005549,5564365,,,,,,4906062,Tamil Nadu_09-05-2021
10-05-2021,Tamil Nadu,6676837,395270,3336,4951333,1725504,2578019,2372741,573,1016620,5660217,,,,,,4951333,Tamil Nadu_10-05-2021
11-05-2021,Tamil Nadu,6762623,382670,3281,4991388,1771235,2600786,2390020,582,1026445,5736178,,,,,,4991388,Tamil Nadu_11-05-2021
12-05-2021,Tamil Nadu,6851406,355450,3136,5037596,1813810,2627062,2409949,585,1035957,5815449,,,,,,5037596,Tamil Nadu_12-05-2021
13-05-2021,Tamil Nadu,6951309,344020,3030,5092140,1859169,2657709,2433839,592,1045897,5905412,,,,,,5092140,Tamil Nadu_13-05-2021
14-05-2021,Tamil Nadu,7009930,309750,2770,5126070,1883860,2677175,2448301,594,1052108,5957822,,,,,,5126070,Tamil Nadu_14-05-2021
15-05-2021,Tamil Nadu,7074066,319540,2789,5162834,1911232,2698147,2464084,603,1065723,6008343,,,,,,5162834,Tamil Nadu_15-05-2021
16-05-2021,Tamil Nadu,7088176,239270,1949,5172965,1915211,2703711,2468649,605,1069858,6018318,,,,,,5172965,Tamil Nadu_16-05-2021
17-05-2021,Tamil Nadu,7145700,390414,2565,5216811,1928889,2728966,2487231,614,1087164,6058536,,,,,,5216811,Tamil Nadu_17-05-2021
18-05-2021,Tamil Nadu,7194563,349377,2453,5255610,1938953,2751567,2503426,617,1100365,6094198,,,,,,5255610,Tamil Nadu_18-05-2021
19-05-2021,Tamil Nadu,7238986,328197,2365,5292027,1946959,2772935,2518471,621,1111414,6127572,,,,,,5292027,Tamil Nadu_19-05-2021
20-05-2021,Tamil Nadu,7281385,311607,2305,5328713,1952672,2794590,2533484,639,1120399,6160986,,,,,,5328713,Tamil Nadu_20-05-2021
21-05-2021,Tamil Nadu,7324570,311620,2226,5366882,1957688,2817378,2548862,642,1127840,6196730,0,,,,,5366882,Tamil Nadu_21-05-2021
22-05-2021,Tamil Nadu,7376365,383947,2604,5414503,1961862,2844758,2569100,645,1134499,6241866,0,,,,,5414503,Tamil Nadu_22-05-2021
23-05-2021,Tamil Nadu,7391550,259156,1850,5428452,1963098,2852648,2575158,646,1135878,6255672,0,,,,,5428452,Tamil Nadu_23-05-2021
24-05-2021,Tamil Nadu,7474446,458062,2596,5507417,1967029,2901025,2605735,657,1143767,6330679,0,,,,,5507417,Tamil Nadu_24-05-2021
25-05-2021,Tamil Nadu,7661541,641568,2730,5690306,1971235,3017105,2672515,686,1159495,6502046,0,,,,,5690306,Tamil Nadu_25-05-2021
26-05-2021,Tamil Nadu,7911981,789452,3078,5937633,1974348,3174901,2762018,714,1175779,6736202,0,,,,,5937633,Tamil Nadu_26-05-2021
27-05-2021,Tamil Nadu,8207573,842133,2815,6228593,1978980,3357045,2870799,749,1198182,7009391,0,,,,,6228593,Tamil Nadu_27-05-2021
28-05-2021,Tamil Nadu,8515660,909080,2789,6520208,1995452,3538193,2981235,780,1252763,7262897,0,,,,,6520208,Tamil Nadu_28-05-2021
29-05-2021,Tamil Nadu,8794771,933782,2606,6781739,2013032,3696597,3084329,813,1323927,7470844,0,,,,,6781739,Tamil Nadu_29-05-2021
30-05-2021,Tamil Nadu,8893998,609522,2001,6875084,2018914,3752036,3122221,827,1347360,7546638,0,,,,,6875084,Tamil Nadu_30-05-2021
31-05-2021,Tamil Nadu,9095854,883636,2504,7063107,2032747,3865164,3197073,870,1398688,7697166,0,,,,,7063107,Tamil Nadu_31-05-2021
01-06-2021,Tamil Nadu,9240004,647083,1940,7190142,2049862,3940737,3248526,879,1448667,7791337,0,,,,,7190142,Tamil Nadu_01-06-2021
02-06-2021,Tamil Nadu,9349171,591489,1754,7286844,2062327,3998233,3287723,888,1486152,7863019,0,,,,,7286844,Tamil Nadu_02-06-2021
03-06-2021,Tamil Nadu,9620641,1110367,2465,7545710,2074931,4147270,3397503,937,1525249,8095392,0,,,,,7545710,Tamil Nadu_03-06-2021
04-06-2021,Tamil Nadu,9876220,1034732,2339,7790199,2086021,4289450,3499701,1048,1579310,8296910,0,,,,,7790199,Tamil Nadu_04-06-2021
05-06-2021,Tamil Nadu,10018873,705541,1751,7924700,2094173,4367398,3556238,1064,1633138,8385735,0,,,,,7924700,Tamil Nadu_05-06-2021
06-06-2021,Tamil Nadu,10069493,403493,1109,7972482,2097011,4394275,3577141,1066,1661068,8408425,0,,,,,7972482,Tamil Nadu_06-06-2021
07-06-2021,Tamil Nadu,10135731,514480,1348,8031685,2104046,4428871,3601738,1076,1695583,8440148,0,,,,,8031685,Tamil Nadu_07-06-2021
08-06-2021,Tamil Nadu,10185541,361855,980,8076791,2108750,4456160,3619550,1081,1712385,8473156,0,,,,,8076791,Tamil Nadu_08-06-2021
09-06-2021,Tamil Nadu,10228792,348538,924,8116108,2112684,4480787,3634233,1088,1723335,8505457,0,,,,,8116108,Tamil Nadu_09-06-2021
10-06-2021,Tamil Nadu,10272414,309184,877,8156189,2116225,4505260,3649828,1101,1731945,8540444,25,,,,,8156189,Tamil Nadu_10-06-2021
11-06-2021,Tamil Nadu,10340158,368882,1058,8215741,2124417,4540999,3673630,1112,1770029,8569989,140,,,,,8215741,Tamil Nadu_11-06-2021
12-06-2021,Tamil Nadu,10648430,1192833,2220,8503345,2145085,4702048,3800150,1147,1805831,8842307,292,,,,,8503345,Tamil Nadu_12-06-2021
13-06-2021,Tamil Nadu,10866186,1015228,1802,8711904,2154282,4814660,3896077,1167,1832529,9033365,292,,,,,8711904,Tamil Nadu_13-06-2021
14-06-2021,Tamil Nadu,11147886,1217066,2193,8976866,2171020,4956876,4018791,1199,1891333,9256218,335,,,,,8976866,Tamil Nadu_14-06-2021
15-06-2021,Tamil Nadu,11285738,686688,1542,9104491,2181247,5027189,4076041,1261,1936105,9349288,345,,,,,9104491,Tamil Nadu_15-06-2021
16-06-2021,Tamil Nadu,11643851,1593852,2357,9441618,2202233,5204848,4235461,1309,1986276,9657220,355,,,,,9441618,Tamil Nadu_16-06-2021
17-06-2021,Tamil Nadu,11935112,1208426,2057,9713059,2222053,5351031,4360686,1342,2043906,9890841,365,,,,,9713059,Tamil Nadu_17-06-2021
18-06-2021,Tamil Nadu,12148674,1066866,1930,9911018,2237656,5456778,4452869,1371,2097552,10050732,390,,,,,9911018,Tamil Nadu_18-06-2021
19-06-2021,Tamil Nadu,12498914,1417621,2249,10238404,2260510,5623026,4613947,1431,2133139,10365370,405,,,,,10238404,Tamil Nadu_19-06-2021
20-06-2021,Tamil Nadu,12701415,1174817,1532,10429212,2272203,5718152,4709615,1445,2144571,10556439,405,,,,,10429212,Tamil Nadu_20-06-2021
21-06-2021,Tamil Nadu,13106666,1689629,1994,10807056,2299610,5905884,4899590,1582,2159078,10947148,440,,,,,10807056,Tamil Nadu_21-06-2021
22-06-2021,Tamil Nadu,13414792,1050430,1721,11092832,2321960,6051762,5039433,1637,2172525,11241792,475,,,,,11092832,Tamil Nadu_22-06-2021
23-06-2021,Tamil Nadu,13636788,781734,1596,11289696,2347092,6151199,5136751,1746,2263719,11372533,536,,,,,11289696,Tamil Nadu_23-06-2021
24-06-2021,Tamil Nadu,14048419,1313177,2069,11658908,2389511,6332856,5324230,1822,2366442,11681370,607,,,,,11658908,Tamil Nadu_24-06-2021
25-06-2021,Tamil Nadu,14478557,1364039,2118,12056330,2422227,7802002,6674561,1994,2449270,12028617,670,,,,,,Tamil Nadu_25-06-2021
